TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,2,8,17,51,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,8,20,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,8,22,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,9,7,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,9,10,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,9,15,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,10,11,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,10,21,59,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,11,21,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,12,11,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,12,11,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,12,16,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,12,20,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,13,9,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,14,21,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,15,19,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,15,20,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,15,21,53,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,15,22,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,16,8,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,16,14,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,17,9,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,17,22,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,17,23,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,18,18,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,18,18,43,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,18,20,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,18,21,13,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,18,22,11,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,18,22,57,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,19,22,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,21,9,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,21,16,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,21,20,49,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,21,21,8,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,22,17,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,22,21,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,22,22,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,23,12,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,23,15,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,23,22,12,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,23,22,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,24,22,9,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,25,19,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,25,21,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,25,22,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,26,22,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,27,8,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,27,16,31,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,27,16,59,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,27,18,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,28,12,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,28,14,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,28,16,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,28,21,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,28,22,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,29,21,57,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,1,12,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,1,21,16,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,2,12,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,2,12,39,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,2,12,53,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,2,14,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,3,13,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,3,18,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,3,19,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,3,20,46,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,4,13,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,4,16,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,4,17,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,4,18,14,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,4,18,29,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,4,22,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,5,7,14,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,5,15,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,6,22,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,6,22,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,8,14,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,9,13,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,9,15,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,10,21,6,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,10,21,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,10,22,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,11,19,38,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,11,21,31,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,11,22,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,12,13,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,12,18,54,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,12,22,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,13,15,38,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,13,16,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,14,14,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,14,17,13,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,14,22,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,16,11,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,16,12,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,16,13,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,19,22,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,20,9,48,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,21,10,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,21,18,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,23,22,16,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,23,22,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,26,16,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,27,10,33,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,27,20,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,27,20,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,27,23,4,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,28,7,57,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,28,10,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,30,20,34,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,31,20,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,3,31,21,52,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,1,20,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,2,20,51,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,3,12,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,3,13,14,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,3,22,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,3,23,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,4,10,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,4,20,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,5,20,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,6,9,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,6,12,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,7,14,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,7,16,29,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,7,19,36,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,7,21,39,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,7,22,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,8,18,59,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,9,11,38,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,9,12,21,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,10,8,44,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,10,16,24,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,4,11,9,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Other Theft,2024,2,7,20,43,31XX GRANVILLE ST,Fairview,489897.7805,5456087.5231
Other Theft,2024,2,29,13,20,31XX OAK ST,Fairview,490749.7942,5456121.1292
Other Theft,2024,1,15,20,30,31XX ONTARIO ST,Mount Pleasant,492353.157,5456041.8375
Other Theft,2024,2,19,13,49,31XX RIVERWALK AVE,Killarney,496993.2078,5450354.4351
Other Theft,2024,4,2,13,16,31XX TURNER ST,Hastings-Sunrise,497298.0646,5458485.5923
Other Theft,2024,3,31,23,30,31XX W BROADWAY AVE,Kitsilano,487303.507,5456834.3896
Other Theft,2024,4,1,16,36,31XX W BROADWAY AVE,Kitsilano,487303.507,5456834.3896
Other Theft,2024,1,26,19,30,31XX W BROADWAY AVE,Kitsilano,487306.2977,5456843.4631
Other Theft,2024,2,13,10,44,32XX CAMBIE ST,South Cambie,491620.0123,5455934.7104
Other Theft,2024,2,13,20,30,32XX CAMBIE ST,South Cambie,491620.0123,5455934.7104
Other Theft,2024,3,27,0,0,32XX CLIVE AVE,Renfrew-Collingwood,497349.5742,5454088.5043
Other Theft,2024,1,27,1,0,32XX COLERIDGE AVE,Killarney,497191.8609,5452610.2632
Other Theft,2024,3,21,14,21,32XX DUNBAR ST,Dunbar-Southlands,486524.8921,5456098.089
Other Theft,2024,1,2,16,10,32XX E 21ST AVE,Renfrew-Collingwood,497341.2619,5455408.9904
Other Theft,2024,1,30,16,0,32XX E 26TH AVE,Renfrew-Collingwood,497431.1017,5454921.7163
Other Theft,2024,1,24,5,0,32XX E 44TH AVE,Killarney,497313.3948,5453048.896
Other Theft,2024,3,10,6,45,32XX E 53RD AVE,Killarney,497193.3463,5452050.1046
Other Theft,2024,1,14,12,0,32XX E 6TH AVE,Hastings-Sunrise,497452.2128,5456879.2987
Other Theft,2024,3,7,22,4,32XX KINGSWAY AVE,Renfrew-Collingwood,497247.3715,5453579.9543
Other Theft,2024,3,21,19,0,32XX MAIN ST,Riley Park,492627.6457,5455937.2288
Other Theft,2024,3,21,22,0,32XX MAIN ST,Riley Park,492627.6457,5455937.2288
Other Theft,2024,3,24,10,36,32XX SCHOOL AVE,Killarney,497425.9784,5453265.0727
Other Theft,2024,2,28,1,18,33XX E 46TH AVE,Killarney,497627.3746,5452844.0075
Other Theft,2024,3,22,14,21,33XX EUCLID AVE,Renfrew-Collingwood,497471.9369,5453794.3745
Other Theft,2024,2,28,17,0,33XX FINDLAY ST,Kensington-Cedar Cottage,495059.1042,5455798.6879
Other Theft,2024,2,16,11,10,33XX KINGSWAY AVE,Renfrew-Collingwood,497386.1067,5453480.257
Other Theft,2024,2,4,18,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497467.7486,5453414.9271
Other Theft,2024,2,26,9,50,33XX KINGSWAY AVE,Renfrew-Collingwood,497467.7486,5453414.9271
Other Theft,2024,4,2,14,52,33XX KINGSWAY AVE,Renfrew-Collingwood,497467.7486,5453414.9271
Other Theft,2024,1,10,19,12,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,1,14,12,30,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,1,27,15,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,2,2,17,25,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,2,3,12,1,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,2,21,11,1,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,3,1,21,29,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,3,13,19,10,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,3,13,19,31,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,3,26,17,4,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,4,2,13,26,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,4,9,20,30,33XX KINGSWAY AVE,Renfrew-Collingwood,497469.6309,5453413.4375
Other Theft,2024,2,1,12,15,33XX KINGSWAY AVE,Renfrew-Collingwood,497488.4999,5453410.1688
Other Theft,2024,2,3,15,7,33XX KINGSWAY AVE,Renfrew-Collingwood,497488.4999,5453410.1688
Other Theft,2024,1,4,13,45,33XX VICTORIA DR,Kensington-Cedar Cottage,495192.0937,5455770.7776
Other Theft,2024,2,25,15,46,33XX VICTORIA DR,Kensington-Cedar Cottage,495192.0937,5455770.7776
Other Theft,2024,3,20,17,49,33XX W BROADWAY AVE,Kitsilano,487021.2007,5456842.1211
Other Theft,2024,3,28,15,30,33XX W BROADWAY AVE,Kitsilano,487049.7999,5456841.3153
Other Theft,2024,2,1,13,5,33XX WINDSOR ST,Kensington-Cedar Cottage,493907.4038,5455784.2046
Other Theft,2024,1,5,3,0,34XX ARCHIMEDES ST,Renfrew-Collingwood,497665.8167,5453576.6296
Other Theft,2024,4,2,18,29,34XX ASCOT PL,Renfrew-Collingwood,497631.0991,5454010.2935
Other Theft,2024,4,10,20,54,34XX CAMBIE ST,South Cambie,491614.7428,5455782.6308
Other Theft,2024,1,9,8,41,34XX CROWLEY DR,Renfrew-Collingwood,497643.8055,5453839.9184
Other Theft,2024,2,5,16,8,34XX CROWLEY DR,Renfrew-Collingwood,497749.0838,5453769.9782
Other Theft,2024,2,7,21,30,34XX DIEPPE DR,Renfrew-Collingwood,498202.8179,5455707.7162
Other Theft,2024,3,24,3,13,34XX E 48TH AVE,Killarney,497809.3974,5452490.7449
Other Theft,2024,1,1,23,30,34XX E 51ST AVE,Killarney,497713.2744,5452218.1147
Other Theft,2024,4,3,12,47,34XX E HASTINGS ST,Hastings-Sunrise,497886.35,5458713.9913
Other Theft,2024,3,13,10,17,34XX E PENDER ST,Hastings-Sunrise,497758.422,5458602.6178
Other Theft,2024,1,15,0,0,34XX E PENDER ST,Hastings-Sunrise,497872.0245,5458602.2903
Other Theft,2024,3,14,21,58,34XX FRANKLIN ST,Hastings-Sunrise,497904.3864,5458808.0215
Other Theft,2024,1,15,11,56,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2024,3,8,19,52,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2024,3,21,8,46,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2024,1,3,12,35,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,4,14,50,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,6,17,54,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,11,17,10,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,12,20,5,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,13,12,13,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,13,15,21,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,13,15,23,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,13,15,34,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,13,19,4,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,13,19,7,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,17,13,17,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,26,13,58,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,30,14,54,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,31,16,31,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,2,7,16,23,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,2,7,18,44,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,2,8,17,11,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,2,29,17,14,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,3,2,16,0,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,3,12,17,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2024,1,20,12,57,34XX NAIRN AVE,Killarney,497851.5191,5451438.6393
Other Theft,2024,4,10,19,5,34XX NAPIER ST,Hastings-Sunrise,497772.7858,5458018.0385
Other Theft,2024,1,22,10,45,34XX PANDORA ST,Hastings-Sunrise,497831.6423,5458907.191
Other Theft,2024,3,6,15,0,34XX SAWMILL CRES,Killarney,497666.0265,5450358.7264
Other Theft,2024,3,12,14,0,34XX W 24TH AVE,Dunbar-Southlands,486818.9754,5455384.1187
Other Theft,2024,3,23,23,0,34XX W 42ND AVE,Dunbar-Southlands,486766.8289,5453468.3891
Other Theft,2024,2,27,15,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497783.276,5455770.9348
Other Theft,2024,2,4,23,28,35XX CAMBIE ST,South Cambie,491610.9731,5455673.7654
Other Theft,2024,3,16,19,5,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2024,1,5,18,22,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,1,7,13,15,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,2,6,17,11,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,2,15,14,0,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,2,20,18,31,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,3,1,17,43,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,3,6,16,42,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,4,9,21,28,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,4,9,22,17,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,4,9,22,31,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2024,3,20,11,18,35XX GRAVELEY ST,Hastings-Sunrise,498070.0272,5457512.0873
Other Theft,2024,4,6,12,16,35XX KINGSWAY AVE,Renfrew-Collingwood,498055.9772,5453268.724
Other Theft,2024,1,9,8,41,35XX VANNESS AVE,Renfrew-Collingwood,497912.8081,5453773.2657
Other Theft,2024,3,26,18,36,35XX W 41ST AVE,Dunbar-Southlands,486617.0698,5453565.8713
Other Theft,2024,2,1,21,31,35XX W 41ST AVE,Dunbar-Southlands,486663.1004,5453574.7977
Other Theft,2024,3,14,14,45,35XX W 41ST AVE,Dunbar-Southlands,486663.1004,5453574.7977
Other Theft,2024,4,1,13,20,35XX W 41ST AVE,Dunbar-Southlands,486663.1004,5453574.7977
Other Theft,2024,3,12,15,35,36XX E 46TH AVE,Killarney,498154.5681,5452817.4845
Other Theft,2024,1,30,17,22,36XX E 48TH AVE,Killarney,498212.9821,5452487.2948
Other Theft,2024,3,31,15,55,36XX E HASTINGS ST,Hastings-Sunrise,498236.6511,5458714.1135
Other Theft,2024,3,21,14,49,36XX KNIGHT ST,Kensington-Cedar Cottage,494473.9762,5455538.0996
Other Theft,2024,3,16,17,0,36XX VANNESS AVE,Renfrew-Collingwood,498065.4483,5453666.1799
Other Theft,2024,3,20,14,30,36XX VANNESS AVE,Renfrew-Collingwood,498065.4483,5453666.1799
Other Theft,2024,3,11,21,34,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
Other Theft,2024,2,3,18,30,36XX W 18TH AVE,Dunbar-Southlands,486508.8782,5455988.904
Other Theft,2024,1,31,15,40,36XX W 4TH AVE,Kitsilano,486547.4779,5457327.2393
